"","participant","cue","response","response_order","condition"
"10179","MM_057","buy","money",3,"cl"
"10180","MM_057","movie","fiction",1,"cl"
"10181","MM_057","movie","comedy",2,"cl"
"10182","MM_057","movie","scify",3,"cl"
"10183","MM_057","will","do",1,"cl"
"10184","MM_057","will","reply",2,"cl"
"10185","MM_057","will","help",3,"cl"
"10186","MM_057","hat","cap",1,"cl"
"10187","MM_057","hat","kango",2,"cl"
"10188","MM_057","hat","cowboy",3,"cl"
"10189","MM_057","share","give",1,"cl"
"10190","MM_057","share","include",2,"cl"
"10191","MM_057","share","one",3,"cl"
"10192","MM_057","drive","car",1,"cl"
"10193","MM_057","drive","truck",2,"cl"
"10194","MM_057","drive","bus",3,"cl"
"10195","MM_057","fine","okay",1,"cl"
"10196","MM_057","fine","good",2,"cl"
"10197","MM_057","fine","shapely",3,"cl"
"10198","MM_057","kiss","mouth",1,"cl"
"10199","MM_057","kiss","people",2,"cl"
"10200","MM_057","kiss","spouse",3,"cl"
"10201","MM_057","talk","loud",1,"cl"
"10202","MM_057","talk","whisper",2,"cl"
"10203","MM_057","talk","speak",3,"cl"
"10204","MM_057","glasses","shades",1,"cl"
"10205","MM_057","glasses","frames",2,"cl"
"10206","MM_057","glasses","wear",3,"cl"
"10207","MM_057","tiny","small",1,"cl"
"10208","MM_057","tiny","little",2,"cl"
"10209","MM_057","tiny","baby",3,"cl"
"10210","MM_057","medicine","prescribed",1,"cl"
"10211","MM_057","medicine","doctor",2,"cl"
"10212","MM_057","medicine","take",3,"cl"
"10213","MM_057","hi","speak",1,"cl"
"10214","MM_057","hi","talk",2,"cl"
"10215","MM_057","hi","mouth",3,"cl"
"10216","MM_057","climb","tree",1,"cl"
"10217","MM_057","climb","treehouse",2,"cl"
"10218","MM_057","climb","mountain",3,"cl"
"10219","MM_057","thirsty","water",1,"cl"
"10220","MM_057","thirsty","drink",2,"cl"
"10221","MM_057","thirsty","hydrate",3,"cl"
"10222","MM_057","empty","zero",1,"cl"
"10223","MM_057","empty","gone",2,"cl"
"10224","MM_057","empty","none",3,"cl"
"10225","MM_057","turn","left",1,"cl"
"10226","MM_057","turn","right",2,"cl"
"10227","MM_057","turn","car",3,"cl"
"10228","MM_057","wind","blows",1,"cl"
"10229","MM_057","wind","chilly",2,"cl"
"10230","MM_057","wind","breeze",3,"cl"
"10231","MM_057","jump","high",1,"cl"
"10232","MM_057","jump","happy",2,"cl"
"10233","MM_057","jump","leap",3,"cl"
"10234","MM_057","truck","car",1,"cl"
"10235","MM_057","truck","automobille",2,"cl"
"10236","MM_057","truck","vehicle",3,"cl"
"10237","MM_057","stand","tall",1,"cl"
"10238","MM_057","stand","legs",2,"cl"
"10239","MM_057","stand","church",3,"cl"
"10240","MM_057","more","greedy",1,"cl"
"10241","MM_057","more","increase",2,"cl"
"10242","MM_057","more","request",3,"cl"
"10243","MM_057","take","steal",1,"cl"
"10244","MM_057","take","theif",2,"cl"
"10245","MM_057","take","something",3,"cl"
"10246","MM_057","church","pastor",1,"cl"
"10247","MM_057","church","congregation",2,"cl"
"10248","MM_057","church","choir",3,"cl"
"10249","MM_057","careful","walking",1,"cl"
"10250","MM_057","careful","driving",2,"cl"
"10251","MM_057","careful","attention",3,"cl"
"10252","MM_057","doctor","nurse",1,"cl"
"10253","MM_057","doctor","patient",2,"cl"
"10254","MM_057","doctor","medication",3,"cl"
"10255","MM_057","light","sun",1,"cl"
"10256","MM_057","light","moon",2,"cl"
"10257","MM_057","light","lamp",3,"cl"
"10258","MM_057","sneaker","shoe",1,"cl"
"10259","MM_057","sneaker","styled",2,"cl"
"10260","MM_057","sneaker","nike",3,"cl"
"10261","MM_058","teacher","school",1,"c"
"10262","MM_058","teacher","study",2,"c"
"10263","MM_058","teacher","professor",3,"c"
"10264","MM_058","thirsty","water",1,"c"
"10265","MM_058","thirsty","drink",2,"c"
"10266","MM_058","thirsty","cool",3,"c"
"10267","MM_058","church","sunday",1,"c"
"10268","MM_058","church","pray",2,"c"
"10269","MM_058","church","jesus",3,"c"
"10270","MM_058","movie","show",1,"c"
"10271","MM_058","movie","film",2,"c"
"10272","MM_058","movie","night",3,"c"
"10273","MM_058","talk","speak",1,"c"
"10274","MM_058","talk","present",2,"c"
"10275","MM_058","talk","say",3,"c"
"10276","MM_058","drive","car",1,"c"
"10277","MM_058","drive","speed",2,"c"
"10278","MM_058","drive","motivation",3,"c"
"10279","MM_058","turn","around",1,"c"
"10280","MM_058","turn","move",2,"c"
"10281","MM_058","turn","rotate",3,"c"
"10282","MM_058","hi","hello",1,"c"
"10283","MM_058","hi","greeting",2,"c"
"10284","MM_058","hi","meet",3,"c"
"10285","MM_058","hug","hold",1,"c"
"10286","MM_058","hug","embrace",2,"c"
"10287","MM_058","hug","affection",3,"c"
"10288","MM_058","more","much",1,"c"
"10289","MM_058","more","lot",2,"c"
"10290","MM_058","more","most",3,"c"
"10291","MM_058","ankle","foot",1,"c"
"10292","MM_058","ankle","brace",2,"c"
"10293","MM_058","ankle","break",3,"c"
"10294","MM_058","medicine","sick",1,"c"
"10295","MM_058","medicine","doctor",2,"c"
"10296","MM_058","medicine","cure",3,"c"
"10297","MM_058","pizza","food",1,"c"
"10298","MM_058","pizza","slice",2,"c"
"10299","MM_058","pizza","yum",3,"c"
"10300","MM_058","pillow","sleep",1,"c"
"10301","MM_058","pillow","rest",2,"c"
"10302","MM_058","pillow","head",3,"c"
"10303","MM_058","dance","move",1,"c"
"10304","MM_058","dance","music",2,"c"
"10305","MM_058","dance","class",3,"c"
"10306","MM_058","why","how",1,"c"
"10307","MM_058","why","when",2,"c"
"10308","MM_058","why","where",3,"c"
"10309","MM_058","tiny","small",1,"c"
"10310","MM_058","tiny","puny",2,"c"
"10311","MM_058","tiny","little",3,"c"
"10312","MM_058","buy","purchase",1,"c"
"10313","MM_058","buy","store",2,"c"
"10314","MM_058","buy","shop",3,"c"
"10315","MM_058","feed","food",1,"c"
"10316","MM_058","feed","animal",2,"c"
"10317","MM_058","feed","dog",3,"c"
"10318","MM_058","fine","okay",1,"c"
"10319","MM_058","fine","middle",2,"c"
"10320","MM_058","fine","good",3,"c"
"10321","MM_058","show","movie",1,"c"
"10322","MM_058","show","television",2,"c"
"10323","MM_058","show","watch",3,"c"
"10324","MM_058","jump","move",1,"c"
"10325","MM_058","jump","scare",2,"c"
"10326","MM_058","jump","rope",3,"c"
"10327","MM_058","sneaker","shoe",1,"c"
"10328","MM_058","sneaker","run",2,"c"
"10329","MM_058","sneaker","walk",3,"c"
"10330","MM_058","yogurt","healthy",1,"c"
"10331","MM_058","yogurt","dairy",2,"c"
"10332","MM_058","yogurt","cow",3,"c"
"10333","MM_058","wind","breeze",1,"c"
"10334","MM_058","wind","cold",2,"c"
"10335","MM_058","wind","fall",3,"c"
"10336","MM_058","will","grit",1,"c"
"10337","MM_058","will","comply",2,"c"
"10338","MM_058","will","permission",3,"c"
"10339","MM_058","glasses","eye",1,"c"
"10340","MM_058","glasses","sight",2,"c"
"10341","MM_058","glasses","vision",3,"c"
"10342","MM_058","shopping","buy",1,"c"
"10343","MM_058","shopping","purchase",2,"c"
"10344","MM_058","shopping","cost",3,"c"
"10345","MM_058","coke","soda",1,"c"
"10346","MM_058","coke","drink",2,"c"
"10347","MM_058","coke","fizz",3,"c"
"10348","MM_058","run","exercise",1,"c"
"10349","MM_058","run","health",2,"c"
"10350","MM_058","run","walk",3,"c"
"10351","MM_058","bench","sit",1,"c"
"10352","MM_058","bench","park",2,"c"
"10353","MM_058","bench","seat",3,"c"
"10354","MM_058","empty","glass",1,"c"
"10355","MM_058","empty","none",2,"c"
"10356","MM_058","empty","nothing",3,"c"
"10357","MM_058","daddy","dad",1,"c"
"10358","MM_058","daddy","parent",2,"c"
"10359","MM_058","daddy","father",3,"c"
"10360","MM_058","game","video",1,"c"
"10361","MM_058","game","console",2,"c"
"10362","MM_058","game","play",3,"c"
"10363","MM_058","take","away",1,"c"
"10364","MM_058","take","rip",2,"c"
"10365","MM_058","take","touch",3,"c"
"10366","MM_058","hat","head",1,"c"
"10367","MM_058","hat","wear",2,"c"
"10368","MM_058","hat","cap",3,"c"
"10369","MM_058","please","thanks",1,"c"
"10370","MM_058","please","nice",2,"c"
"10371","MM_058","please","ask",3,"c"
"10372","MM_058","bedroom","sleep",1,"c"
"10373","MM_058","bedroom","bed",2,"c"
"10374","MM_058","bedroom","home",3,"c"
"10375","MM_058","little","small",1,"c"
"10376","MM_058","little","tiny",2,"c"
"10377","MM_058","little","bit",3,"c"
"10378","MM_058","kiss","love",1,"c"
"10379","MM_058","kiss","nice",2,"c"
"10380","MM_058","kiss","cheek",3,"c"
"10381","MM_058","careful","worry",1,"c"
"10382","MM_058","careful","safe",2,"c"
"10383","MM_058","careful","care",3,"c"
"10384","MM_058","purse","bag",1,"c"
"10385","MM_058","purse","hold",2,"c"
"10386","MM_058","purse","carry",3,"c"
"10387","MM_058","yes","good",1,"c"
"10388","MM_058","yes","okay",2,"c"
"10389","MM_058","yes","approve",3,"c"
"10390","MM_058","mommy","mother",1,"c"
"10391","MM_058","mommy","parent",2,"c"
"10392","MM_058","mommy","maternal",3,"c"
"10393","MM_058","share","give",1,"c"
"10394","MM_058","share","have",2,"c"
"10395","MM_058","share","care",3,"c"
"10396","MM_058","stand","up",1,"c"
"10397","MM_058","stand","legs",2,"c"
"10398","MM_058","stand","feet",3,"c"
"10399","MM_058","truck","drive",1,"c"
"10400","MM_058","truck","highway",2,"c"
"10401","MM_058","truck","car",3,"c"
"10402","MM_058","kitchen","eat",1,"c"
"10403","MM_058","kitchen","cook",2,"c"
"10404","MM_058","kitchen","food",3,"c"
"10405","MM_058","like","similar",1,"c"
"10406","MM_058","like","look",2,"c"
"10407","MM_058","like","good",3,"c"
"10408","MM_058","with","together",1,"c"
"10409","MM_058","with","assocation",2,"c"
"10410","MM_058","with","good",3,"c"
"10411","MM_058","people","social",1,"c"
"10412","MM_058","people","family",2,"c"
"10413","MM_058","people","friends",3,"c"
"10414","MM_058","try","attempt",1,"c"
"10415","MM_058","try","go",2,"c"
"10416","MM_058","try","again",3,"c"
"10417","MM_058","climb","rock",1,"c"
"10418","MM_058","climb","mountain",2,"c"
"10419","MM_058","climb","gear",3,"c"
"10420","MM_058","light","sun",1,"c"
"10421","MM_058","light","bulb",2,"c"
"10422","MM_058","light","lamp",3,"c"
"10423","MM_058","love","care",1,"c"
"10424","MM_058","love","good",2,"c"
"10425","MM_058","love","family",3,"c"
"10426","MM_058","coffee","morning",1,"c"
"10427","MM_058","coffee","caffiene",2,"c"
"10428","MM_058","coffee","drink",3,"c"
"10429","MM_058","doctor","medicine",1,"c"
"10430","MM_058","doctor","sick",2,"c"
"10431","MM_058","doctor","care",3,"c"
"10432","MM_058","mine","me",1,"c"
"10433","MM_058","mine","possess",2,"c"
"10434","MM_058","mine","have",3,"c"
"10435","MM_058","tiger","cat",1,"c"
"10436","MM_058","tiger","growl",2,"c"
"10437","MM_058","tiger","animal",3,"c"
"10438","MM_058","high","up",1,"c"
"10439","MM_058","high","altitude",2,"c"
"10440","MM_058","high","building",3,"c"
"10441","MM_059","run","jog",1,"n"
"10442","MM_059","run","excercise",2,"n"
"10443","MM_059","run","weight",3,"n"
"10444","MM_059","mommy","toddler",1,"n"
"10445","MM_059","mommy","birth",2,"n"
"10446","MM_059","mommy","kid",3,"n"
"10447","MM_059","teacher","student",1,"n"
"10448","MM_059","teacher","english",2,"n"
"10449","MM_059","teacher","recess",3,"n"
"10450","MM_059","church","chapel",1,"n"
"10451","MM_059","church","cross",2,"n"
"10452","MM_059","church","choir",3,"n"
"10453","MM_059","try","effort",1,"n"
"10454","MM_059","try","fail",2,"n"
"10455","MM_059","try","success",3,"n"
"10456","MM_059","thirsty","water",1,"n"
"10457","MM_059","thirsty","hydrate",2,"n"
"10458","MM_059","thirsty","quench",3,"n"
"10459","MM_059","jump","frog",1,"n"
"10460","MM_059","jump","leap",2,"n"
"10461","MM_059","jump","ballerina",3,"n"
"10462","MM_059","light","bulb",1,"n"
"10463","MM_059","light","sun",2,"n"
"10464","MM_059","light","flash",3,"n"
"10465","MM_059","buy","groceries",1,"n"
"10466","MM_059","buy","books",2,"n"
"10467","MM_059","buy","tech",3,"n"
"10468","MM_059","take","steal",1,"n"
"10469","MM_059","take","wrong",2,"n"
"10470","MM_059","take","",3,"n"
"10471","MM_059","daddy","toddler",1,"n"
"10472","MM_059","daddy","care",2,"n"
"10473","MM_059","daddy","kid",3,"n"
"10474","MM_059","like","crush",1,"n"
"10475","MM_059","like","same",2,"n"
"10476","MM_059","like","feel",3,"n"
"10477","MM_059","people","millions",1,"n"
"10478","MM_059","people","different",2,"n"
"10479","MM_059","people","everywhere",3,"n"
"10480","MM_059","movie","genre",1,"n"
"10481","MM_059","movie","popcorn",2,"n"
"10482","MM_059","movie","theater",3,"n"
"10483","MM_059","turn","right",1,"n"
"10484","MM_059","turn","left",2,"n"
"10485","MM_059","turn","chance",3,"n"
"10486","MM_059","coffee","starbucks",1,"n"
"10487","MM_059","coffee","house",2,"n"
"10488","MM_059","coffee","brew",3,"n"
"10489","MM_059","empty","trash",1,"n"
"10490","MM_059","empty","clean",2,"n"
"10491","MM_059","empty","lost",3,"n"
"10492","MM_059","wind","tornado",1,"n"
"10493","MM_059","wind","strong",2,"n"
"10494","MM_059","wind","gust",3,"n"
"10495","MM_059","coke","caffeine",1,"n"
"10496","MM_059","coke","soda",2,"n"
"10497","MM_059","coke","pepsi",3,"n"
"10498","MM_059","glasses","transparent",1,"n"
"10499","MM_059","glasses","vision",2,"n"
"10500","MM_059","glasses","lens",3,"n"
"10501","MM_059","kitchen","sink",1,"n"
"10502","MM_059","kitchen","refridgerator",2,"n"
"10503","MM_059","kitchen","counter",3,"n"
"10504","MM_059","with","people",1,"n"
"10505","MM_059","with","friends",2,"n"
"10506","MM_059","with","parents",3,"n"
"10507","MM_059","hat","head",1,"n"
"10508","MM_059","hat","protect",2,"n"
"10509","MM_059","hat","hair",3,"n"
"10510","MM_059","dance","ballerina",1,"n"
"10511","MM_059","dance","leap",2,"n"
"10512","MM_059","dance","hiphop",3,"n"
"10513","MM_059","drive","car",1,"n"
"10514","MM_059","drive","bus",2,"n"
"10515","MM_059","drive","truck",3,"n"
"10516","MM_059","more","plenty",1,"n"
"10517","MM_059","more","variety",2,"n"
"10518","MM_059","more","items",3,"n"
"10519","MM_059","why","because",1,"n"
"10520","MM_059","why","reasons",2,"n"
"10521","MM_059","why","valid",3,"n"
"10522","MM_059","kiss","hershey",1,"n"
"10523","MM_059","kiss","lips",2,"n"
"10524","MM_059","kiss","peck",3,"n"
"10525","MM_059","bench","sit",1,"n"
"10526","MM_059","bench","park",2,"n"
"10527","MM_059","bench","wait",3,"n"
"10528","MM_059","mine","private",1,"n"
"10529","MM_059","mine","yours",2,"n"
"10530","MM_059","mine","property",3,"n"
"10531","MM_059","sneaker","shoes",1,"n"
"10532","MM_059","sneaker","wear",2,"n"
"10533","MM_059","sneaker","price",3,"n"
"10534","MM_059","please","beg",1,"n"
"10535","MM_059","please","want",2,"n"
"10536","MM_059","please","need",3,"n"
"10537","MM_059","bedroom","bed",1,"n"
"10538","MM_059","bedroom","rug",2,"n"
"10539","MM_059","bedroom","sleep",3,"n"
"10540","MM_059","love","valentine",1,"n"
"10541","MM_059","love","partner",2,"n"
"10542","MM_059","love","two",3,"n"
"10543","MM_059","game","ps",1,"n"
"10544","MM_059","game","xbox",2,"n"
"10545","MM_059","game","gta",3,"n"
"10546","MM_059","share","pack",1,"n"
"10547","MM_059","share","big",2,"n"
"10548","MM_059","share","plenty",3,"n"
"10549","MM_059","tiny","minituare",1,"n"
"10550","MM_059","tiny","mouse",2,"n"
"10551","MM_059","tiny","speck",3,"n"
"10552","MM_059","hug","warm",1,"n"
"10553","MM_059","hug","comfort",2,"n"
"10554","MM_059","hug","two",3,"n"
"10555","MM_059","little","dog",1,"n"
"10556","MM_059","little","toddler",2,"n"
"10557","MM_059","little","kids",3,"n"
"10558","MM_059","hi","greet",1,"n"
"10559","MM_059","hi","bye",2,"n"
"10560","MM_059","hi","manners",3,"n"
"10561","MM_059","purse","carrier",1,"n"
"10562","MM_059","purse","money",2,"n"
"10563","MM_059","purse","common",3,"n"
"10564","MM_059","talk","conversate",1,"n"
"10565","MM_059","talk","explain",2,"n"
"10566","MM_059","talk","hear",3,"n"
"10567","MM_059","feed","animals",1,"n"
"10568","MM_059","feed","kids",2,"n"
"10569","MM_059","feed","crowd",3,"n"
"10570","MM_059","pillow","soft",1,"n"
"10571","MM_059","pillow","sleep",2,"n"
"10572","MM_059","pillow","cushion",3,"n"
"10573","MM_059","yes","confirm",1,"n"
"10574","MM_059","yes","valid",2,"n"
"10575","MM_059","yes","no",3,"n"
"10576","MM_059","truck","big",1,"n"
"10577","MM_059","truck","bed",2,"n"
"10578","MM_059","truck","long",3,"n"
"10579","MM_059","show","series",1,"n"
"10580","MM_059","show","seasons",2,"n"
"10581","MM_059","show","episode",3,"n"
"10582","MM_059","ankle","brace",1,"n"
"10583","MM_059","ankle","rolled",2,"n"
"10584","MM_059","ankle","stability",3,"n"
"10585","MM_059","will","let",1,"n"
"10586","MM_059","will","death",2,"n"
"10587","MM_059","will","include",3,"n"
"10588","MM_059","careful","cautious",1,"n"
"10589","MM_059","careful","aware",2,"n"
"10590","MM_059","careful","care",3,"n"
"10591","MM_059","stand","",1,"n"
"10592","MM_059","stand","",2,"n"
"10593","MM_059","stand","",3,"n"
"10594","MM_059","climb","ladder",1,"n"
"10595","MM_059","climb","wall",2,"n"
"10596","MM_059","climb","tree",3,"n"
"10597","MM_059","fine","looks",1,"n"
"10598","MM_059","fine","okay",2,"n"
"10599","MM_059","fine","calm",3,"n"
"10600","MM_059","medicine","tylenol",1,"n"
"10601","MM_059","medicine","sick",2,"n"
"10602","MM_059","medicine","doctor",3,"n"
"10603","MM_059","high","sky",1,"n"
"10604","MM_059","high","scraper",2,"n"
"10605","MM_059","high","mountain",3,"n"
"10606","MM_059","doctor","medicine",1,"n"
"10607","MM_059","doctor","care",2,"n"
"10608","MM_059","doctor","surgery",3,"n"
"10609","MM_059","pizza","sauce",1,"n"
"10610","MM_059","pizza","cheese",2,"n"
"10611","MM_059","pizza","dough",3,"n"
"10612","MM_059","tiger","mike",1,"n"
"10613","MM_059","tiger","stripes",2,"n"
"10614","MM_059","tiger","animal",3,"n"
"10615","MM_059","shopping","buy",1,"n"
"10616","MM_059","shopping","spending",2,"n"
"10617","MM_059","shopping","mall",3,"n"
"10618","MM_059","yogurt","frozen",1,"n"
"10619","MM_059","yogurt","healthy",2,"n"
"10620","MM_059","yogurt","smooth",3,"n"
"10621","MM_060","take","away",1,"n"
"10622","MM_060","take","somewhere",2,"n"
"10623","MM_060","take","somewhere",3,"n"
"10624","MM_060","like","something",1,"n"
"10625","MM_060","like","you",2,"n"
"10626","MM_060","like","everything",3,"n"
"10627","MM_060","love","passion",1,"n"
"10628","MM_060","love","feeling",2,"n"
"10629","MM_060","love","safe",3,"n"
"10630","MM_060","church","god",1,"n"
"10631","MM_060","church","jesus",2,"n"
"10632","MM_060","church","priest",3,"n"
"10633","MM_060","high","above",1,"n"
"10634","MM_060","high","airbaloon",2,"n"
"10635","MM_060","high","sky",3,"n"
"10636","MM_060","bedroom","bed",1,"n"
"10637","MM_060","bedroom","toys",2,"n"
"10638","MM_060","bedroom","safe",3,"n"
"10639","MM_060","coffee","mom",1,"n"
"10640","MM_060","coffee","wakeup",2,"n"
"10641","MM_060","coffee","moving",3,"n"
"10642","MM_060","shopping","cloths",1,"n"
"10643","MM_060","shopping","shoes",2,"n"
"10644","MM_060","shopping","sunglasses",3,"n"
"10645","MM_060","kiss","herseies",1,"n"
"10646","MM_060","kiss","you",2,"n"
"10647","MM_060","kiss","love",3,"n"
"10648","MM_060","glasses","see",1,"n"
"10649","MM_060","glasses","vision",2,"n"
"10650","MM_060","glasses","",3,"n"
"10651","MM_060","turn","look",1,"n"
"10652","MM_060","turn","see",2,"n"
"10653","MM_060","turn","move",3,"n"
"10654","MM_060","hat","head",1,"n"
"10655","MM_060","hat","baldspot",2,"n"
"10656","MM_060","hat","hair",3,"n"
"10657","MM_060","try","new",1,"n"
"10658","MM_060","try","help",2,"n"
"10659","MM_060","try","me",3,"n"
"10660","MM_060","people","nice",1,"n"
"10661","MM_060","people","learn",2,"n"
"10662","MM_060","people","mammales",3,"n"
"10663","MM_060","stand","still",1,"n"
"10664","MM_060","stand","up",2,"n"
"10665","MM_060","stand","down",3,"n"
"10666","MM_060","hi","greeting",1,"n"
"10667","MM_060","hi","chow",2,"n"
"10668","MM_060","hi","",3,"n"
"10669","MM_060","will","help",1,"n"
"10670","MM_060","will","improve",2,"n"
"10671","MM_060","will","movement",3,"n"
"10672","MM_060","pizza","deliousious",1,"n"
"10673","MM_060","pizza","italy",2,"n"
"10674","MM_060","pizza","good",3,"n"
"10675","MM_060","little","person",1,"n"
"10676","MM_060","little","small",2,"n"
"10677","MM_060","little","",3,"n"
"10678","MM_060","fine","good",1,"n"
"10679","MM_060","fine","",2,"n"
"10680","MM_060","fine","",3,"n"
"10681","MM_060","mine","yours",1,"n"
"10682","MM_060","mine","own",2,"n"
"10683","MM_060","mine","",3,"n"
"10684","MM_060","doctor","sick",1,"n"
"10685","MM_060","doctor","flu",2,"n"
"10686","MM_060","doctor","strep",3,"n"
"10687","MM_060","hug","love",1,"n"
"10688","MM_060","hug","inderment",2,"n"
"10689","MM_060","hug","",3,"n"
"10690","MM_060","movie","action",1,"n"
"10691","MM_060","movie","comedy",2,"n"
"10692","MM_060","movie","western",3,"n"
"10693","MM_060","buy","cloths",1,"n"
"10694","MM_060","buy","shoes",2,"n"
"10695","MM_060","buy","purse",3,"n"
"10696","MM_060","share","toys",1,"n"
"10697","MM_060","share","card",2,"n"
"10698","MM_060","share","car",3,"n"
"10699","MM_060","coke","drink",1,"n"
"10700","MM_060","coke","drug",2,"n"
"10701","MM_060","coke","",3,"n"
"10702","MM_060","tiger","mike",1,"n"
"10703","MM_060","tiger","visous",2,"n"
"10704","MM_060","tiger","tough",3,"n"
"10705","MM_060","kitchen","food",1,"n"
"10706","MM_060","kitchen","ice",2,"n"
"10707","MM_060","kitchen","",3,"n"
"10708","MM_060","empty","nothing",1,"n"
"10709","MM_060","empty","",2,"n"
"10710","MM_060","empty","",3,"n"
"10711","MM_060","sneaker","shoe",1,"n"
"10712","MM_060","sneaker","",2,"n"
"10713","MM_060","sneaker","",3,"n"
"10714","MM_060","teacher","instructor",1,"n"
"10715","MM_060","teacher","",2,"n"
"10716","MM_060","teacher","",3,"n"
"10717","MM_060","feed","pizza",1,"n"
"10718","MM_060","feed","hungry",2,"n"
"10719","MM_060","feed","steak",3,"n"
"10720","MM_060","climb","moving",1,"n"
"10721","MM_060","climb","",2,"n"
"10722","MM_060","climb","",3,"n"
"10723","MM_060","game","video",1,"n"
"10724","MM_060","game","board",2,"n"
"10725","MM_060","game","sports",3,"n"
"10726","MM_060","talk","someone",1,"n"
"10727","MM_060","talk","you",2,"n"
"10728","MM_060","talk","speak",3,"n"
"10729","MM_060","ankle","sprained",1,"n"
"10730","MM_060","ankle","injury",2,"n"
"10731","MM_060","ankle","part",3,"n"
"10732","MM_060","careful","safe",1,"n"
"10733","MM_060","careful","",2,"n"
"10734","MM_060","careful","",3,"n"
"10735","MM_060","why","not",1,"n"
"10736","MM_060","why","question",2,"n"
"10737","MM_060","why","",3,"n"
"10738","MM_060","please","help",1,"n"
"10739","MM_060","please","",2,"n"
"10740","MM_060","please","",3,"n"
"10741","MM_060","show","tv",1,"n"
"10742","MM_060","show","play",2,"n"
"10743","MM_060","show","movie",3,"n"
"10744","MM_060","run","fast",1,"n"
"10745","MM_060","run","slow",2,"n"
"10746","MM_060","run","",3,"n"
"10747","MM_060","with","someone",1,"n"
"10748","MM_060","with","",2,"n"
"10749","MM_060","with","",3,"n"
"10750","MM_060","wind","gust",1,"n"
"10751","MM_060","wind","fast",2,"n"
"10752","MM_060","wind","",3,"n"
"10753","MM_060","drive","fast",1,"n"
"10754","MM_060","drive","slow",2,"n"
"10755","MM_060","drive","calm",3,"n"
"10756","MM_060","more","something",1,"n"
"10757","MM_060","more","",2,"n"
"10758","MM_060","more","",3,"n"
"10759","MM_060","truck","vechile",1,"n"
"10760","MM_060","truck","ford",2,"n"
"10761","MM_060","truck","ram",3,"n"
"10762","MM_060","tiny","person",1,"n"
"10763","MM_060","tiny","small",2,"n"
"10764","MM_060","tiny","",3,"n"
"10765","MM_060","medicine","bendrile",1,"n"
"10766","MM_060","medicine","advil",2,"n"
"10767","MM_060","medicine","spray",3,"n"
"10768","MM_060","daddy","father",1,"n"
"10769","MM_060","daddy","man",2,"n"
"10770","MM_060","daddy","",3,"n"
"10771","MM_060","light","bright",1,"n"
"10772","MM_060","light","",2,"n"
"10773","MM_060","light","",3,"n"
"10774","MM_060","yes","correct",1,"n"
"10775","MM_060","yes","",2,"n"
"10776","MM_060","yes","",3,"n"
"10777","MM_060","jump","high",1,"n"
"10778","MM_060","jump","sky",2,"n"
"10779","MM_060","jump","",3,"n"
"10780","MM_060","yogurt","vanilla",1,"n"
"10781","MM_060","yogurt","cholcate",2,"n"
"10782","MM_060","yogurt","strawberry",3,"n"
"10783","MM_060","thirsty","",1,"n"
"10784","MM_060","thirsty","",2,"n"
"10785","MM_060","thirsty","",3,"n"
"10786","MM_060","mommy","mom",1,"n"
"10787","MM_060","mommy","girl",2,"n"
"10788","MM_060","mommy","",3,"n"
"10789","MM_060","pillow","sleep",1,"n"
"10790","MM_060","pillow","cry",2,"n"
"10791","MM_060","pillow","",3,"n"
"10792","MM_060","bench","sit",1,"n"
"10793","MM_060","bench","",2,"n"
"10794","MM_060","bench","",3,"n"
"10795","MM_060","purse","girl",1,"n"
"10796","MM_060","purse","",2,"n"
"10797","MM_060","purse","",3,"n"
"10798","MM_060","dance","party",1,"n"
"10799","MM_060","dance","",2,"n"
"10800","MM_060","dance","",3,"n"
"10801","MM_061","church","",1,"c"
"10802","MM_061","church","",2,"c"
"10803","MM_061","church","baptist",3,"c"
"10804","MM_061","feed","animals",1,"c"
"10805","MM_061","feed","food",2,"c"
"10806","MM_061","feed","pig",3,"c"
"10807","MM_061","kiss","relationship",1,"c"
"10808","MM_061","kiss","love",2,"c"
"10809","MM_061","kiss","intimacy",3,"c"
"10810","MM_061","drive","car",1,"c"
"10811","MM_061","drive","workethic",2,"c"
"10812","MM_061","drive","vehicle",3,"c"
"10813","MM_061","turn","wheel",1,"c"
"10814","MM_061","turn","right",2,"c"
"10815","MM_061","turn","left",3,"c"
"10816","MM_061","purse","girl",1,"c"
"10817","MM_061","purse","belongings",2,"c"
"10818","MM_061","purse","money",3,"c"
"10819","MM_061","careful","nervous",1,"c"
"10820","MM_061","careful","thorough",2,"c"
"10821","MM_061","careful","precise",3,"c"
"10822","MM_061","talk","loud",1,"c"
"10823","MM_061","talk","speech",2,"c"
"10824","MM_061","talk","speak",3,"c"
"10825","MM_061","teacher","learn",1,"c"
"10826","MM_061","teacher","school",2,"c"
"10827","MM_061","teacher","confusion",3,"c"
"10828","MM_061","shopping","money",1,"c"
"10829","MM_061","shopping","fun",2,"c"
"10830","MM_061","shopping","expensive",3,"c"
"10831","MM_061","fine","okay",1,"c"
"10832","MM_061","fine","good",2,"c"
"10833","MM_061","fine","decent",3,"c"
"10834","MM_061","take","steal",1,"c"
"10835","MM_061","take","borrow",2,"c"
"10836","MM_061","take","use",3,"c"
"10837","MM_061","why","question",1,"c"
"10838","MM_061","why","confusion",2,"c"
"10839","MM_061","why","thoughts",3,"c"
"10840","MM_061","glasses","blind",1,"c"
"10841","MM_061","glasses","impaired",2,"c"
